number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_scores,state
72,0.8752980120744395,2026-08-26 18:45:14.632218,2026-08-26 18:47:05.702738,0 days 00:01:51.070520,False,,log_loss,48.0,0.7,2,3,800,0.8752980120744395,0.00543839161930166,"[0.8703740903258123, 0.871872448416639, 0.8838299653079078, 0.8796277595017622, 0.8707857968200764]",COMPLETE
73,0.8781191665937153,2026-08-26 18:47:05.703066,2026-08-26 18:48:58.848693,0 days 00:01:53.145627,False,,log_loss,48.0,0.7,1,2,800,0.8781191665937153,0.004860593704390929,"[0.8742662111089349, 0.8758137902044397, 0.8860227844158448, 0.8813682127960561, 0.8731248344433006]",COMPLETE
74,0.8752980120744395,2026-08-26 18:48:58.849027,2026-08-26 18:50:50.348661,0 days 00:01:51.499634,False,,log_loss,48.0,0.7,2,3,800,0.8752980120744395,0.00543839161930166,"[0.8703740903258123, 0.871872448416639, 0.8838299653079078, 0.8796277595017622, 0.8707857968200764]",COMPLETE
75,0.8691482735081623,2026-08-26 18:50:50.348981,2026-08-26 18:52:06.709553,0 days 00:01:16.360572,True,,log_loss,48.0,0.7,2,4,900,0.8691482735081623,0.007279543042715483,"[0.8641191093334738, 0.8684939983743171, 0.8792420343490197, 0.874931500889347, 0.8589547245946539]",COMPLETE
76,0.8781191665937153,2026-08-26 18:52:06.709872,2026-08-26 18:53:59.621652,0 days 00:01:52.911780,False,,log_loss,48.0,0.7,1,2,800,0.8781191665937153,0.004860593704390929,"[0.8742662111089349, 0.8758137902044397, 0.8860227844158448, 0.8813682127960561, 0.8731248344433006]",COMPLETE
77,0.8749768623378827,2026-08-26 18:53:59.621974,2026-08-26 18:56:04.172920,0 days 00:02:04.550946,False,,log_loss,48.0,0.7,2,6,900,0.8749768623378827,0.00546890700098585,"[0.8695845116479911, 0.8747390030646681, 0.8823063133017852, 0.8798389024764269, 0.8684155811985422]",COMPLETE
78,0.8783465559675955,2026-08-26 18:56:04.173270,2026-08-26 18:57:58.713686,0 days 00:01:54.540416,False,balanced_subsample,log_loss,48.0,0.7,1,4,800,0.8783465559675955,0.004589468049191889,"[0.8739926283031467, 0.8788826961748346, 0.8851557252442758, 0.8810480655302154, 0.8726536645855049]",COMPLETE
79,0.8765343922007794,2026-08-26 18:57:58.714013,2026-08-26 18:59:51.398896,0 days 00:01:52.684883,False,balanced_subsample,log_loss,48.0,0.7,2,4,800,0.8765343922007794,0.0054672789269363245,"[0.8703442874121824, 0.8787097392455046, 0.8845319691706984, 0.8786971070672543, 0.8703888581082572]",COMPLETE
80,0.8769579767195668,2026-08-26 18:59:51.399221,2026-08-26 19:01:45.161889,0 days 00:01:53.762668,False,balanced_subsample,log_loss,48.0,0.7,1,6,800,0.8769579767195668,0.005740062499690271,"[0.8713762791562484, 0.8769695178731579, 0.8851613835577826, 0.8812459575999699, 0.8700367454106751]",COMPLETE
81,0.877982175428421,2026-08-26 19:01:45.162207,2026-08-26 19:03:39.625833,0 days 00:01:54.463626,False,balanced_subsample,log_loss,48.0,0.7,1,3,800,0.877982175428421,0.0052843896516981586,"[0.871960772859877, 0.8796658492436832, 0.8847788503231838, 0.881817967694154, 0.8716874370212074]",COMPLETE
82,0.8776943216065739,2026-08-26 19:03:39.626157,2026-08-26 19:05:34.350665,0 days 00:01:54.724508,False,balanced_subsample,log_loss,48.0,0.7,1,2,800,0.8776943216065739,0.00458765041460274,"[0.8734030758164589, 0.8787188985063036, 0.8835538254489398, 0.8813006049962077, 0.8714952032649599]",COMPLETE
83,0.8751710394698524,2026-08-26 19:05:34.350999,2026-08-26 19:07:40.148173,0 days 00:02:05.797174,False,,log_loss,48.0,0.7,2,4,900,0.8751710394698524,0.00544524428448016,"[0.8703083261460435, 0.8713564525446059, 0.8833795337721612, 0.8800188524667126, 0.8707920324197386]",COMPLETE
84,0.8775054112835647,2026-08-26 19:07:40.148494,2026-08-26 19:09:34.267603,0 days 00:01:54.119109,False,balanced_subsample,log_loss,48.0,0.7,1,5,800,0.8775054112835647,0.0054364656430682294,"[0.8726547844442992, 0.8777771478161137, 0.8855458510702778, 0.8809482976070396, 0.8706009754800937]",COMPLETE
85,0.8752980120744395,2026-08-26 19:09:34.267924,2026-08-26 19:11:25.570756,0 days 00:01:51.302832,False,,log_loss,48.0,0.7,2,3,800,0.8752980120744395,0.00543839161930166,"[0.8703740903258123, 0.871872448416639, 0.8838299653079078, 0.8796277595017622, 0.8707857968200764]",COMPLETE
